antecedents,consequents,support,confidence,lift,weighted_support,weighted_confidence,weighted_lift,weight_union,weight_ante,weight_cons,category
frozenset({'STRAWBERRY CHARLOTTE BAG'}),frozenset({'WOODLAND CHARLOTTE BAG'}),0.0207535652849453,0.5557206537890045,14.705788402249118,0.08802537850103502,0.7838988943577115,6.1298994270302565,794448.59,1013457.9800000003,1154156.23,Mass Market Stars
frozenset({'PINK REGENCY TEACUP AND SAUCER'}),frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),0.0302424948670994,0.7763532763532764,14.634584093266104,0.08809384994630787,0.8563792370043429,6.141390321450816,795066.5599999999,928404.7599999998,1258511.899999998,Mass Market Stars
frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),frozenset({'PINK REGENCY TEACUP AND SAUCER'}),0.0302424948670994,0.5700836820083681,14.6345840932661,0.08809384994630787,0.6317513247192984,6.141390321450816,795066.5599999999,1258511.899999998,928404.7599999998,Mass Market Stars
frozenset({'GARDENERS KNEELING PAD CUP OF TEA '}),frozenset({'GARDENERS KNEELING PAD KEEP CALM '}),0.0300205316020198,0.7213333333333334,14.475665924276171,0.08123471136513703,0.8298793209388876,7.259844579054776,733161.3110000005,883455.3320000011,1031681.2010000001,Other
frozenset({'GARDENERS KNEELING PAD KEEP CALM '}),frozenset({'GARDENERS KNEELING PAD CUP OF TEA '}),0.0300205316020198,0.6024498886414253,14.47566592427617,0.08123471136513703,0.7106471556226411,7.259844579054776,733161.3110000005,1031681.2010000001,883455.3320000011,Other
frozenset({'STRAWBERRY CHARLOTTE BAG'}),frozenset({'CHARLOTTE BAG PINK POLKADOT'}),0.0200876754897064,0.5378900445765231,14.403144863764522,0.08262606759805026,0.7358160128158443,6.2120822684285395,745718.61,1013457.9800000003,1069030.0999999994,Other
frozenset({'CHARLOTTE BAG PINK POLKADOT'}),frozenset({'STRAWBERRY CHARLOTTE BAG'}),0.0200876754897064,0.5378900445765231,14.403144863764522,0.08262606759805026,0.6975655877229279,6.2120822684285395,745718.61,1069030.0999999994,1013457.9800000003,Other
frozenset({'RED RETROSPOT CHARLOTTE BAG'}),frozenset({'CHARLOTTE BAG PINK POLKADOT'}),0.0265801009932856,0.5304540420819491,14.204030152093322,0.09646605611439267,0.698648883467502,5.898301022611847,870627.5799999998,1246158.9799999981,1069030.0999999994,Mass Market Stars
frozenset({'CHARLOTTE BAG PINK POLKADOT'}),frozenset({'RED RETROSPOT CHARLOTTE BAG'}),0.0265801009932856,0.711738484398217,14.20403015209332,0.09646605611439267,0.8144088552791922,5.898301022611847,870627.5799999998,1069030.0999999994,1246158.9799999981,Mass Market Stars
frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),0.0388435713889351,0.7510729613733906,14.158039578357608,0.11608316673529072,0.8134368103377152,5.833435396676406,1047676.3599999999,1287962.809999999,1258511.899999998,Mass Market Stars
frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),0.0388435713889351,0.7322175732217574,14.158039578357608,0.11608316673529072,0.8324723508772555,5.833435396676406,1047676.3599999999,1258511.899999998,1287962.809999999,Mass Market Stars
frozenset({'JUMBO BAG PEARS'}),frozenset({'JUMBO BAG APPLES'}),0.0206425836524055,0.6788321167883212,13.822862798465918,0.05026939456750991,0.7733422726846819,6.9996235803480005,453692.45,586664.4900000002,997137.3000000002,Other
frozenset({'JUMBO BAG APPLES'}),frozenset({'JUMBO BAG PEARS'}),0.0206425836524055,0.4203389830508475,13.822862798465916,0.05026939456750991,0.4549949640836823,6.9996235803480005,453692.45,997137.3000000002,586664.4900000002,Other
frozenset({'WOODLAND CHARLOTTE BAG'}),frozenset({'CHARLOTTE BAG SUKI DESIGN'}),0.0229177071194717,0.606461086637298,13.593327415784511,0.09672427912301335,0.7563604279119128,5.778160793793521,872958.1000000001,1154156.23,1181400.289999998,Mass Market Stars
frozenset({'CHARLOTTE BAG SUKI DESIGN'}),frozenset({'WOODLAND CHARLOTTE BAG'}),0.0229177071194717,0.513681592039801,13.593327415784511,0.09672427912301335,0.7389181358673965,5.778160793793521,872958.1000000001,1181400.289999998,1154156.23,Mass Market Stars
frozenset({'STRAWBERRY CHARLOTTE BAG'}),frozenset({'RED RETROSPOT CHARLOTTE BAG'}),0.0254147938516175,0.6805349182763745,13.581306491980673,0.09039877494498229,0.8050348767296693,5.830410617312118,815869.0199999999,1013457.9800000003,1246158.9799999981,Mass Market Stars
frozenset({'RED RETROSPOT CHARLOTTE BAG'}),frozenset({'STRAWBERRY CHARLOTTE BAG'}),0.0254147938516175,0.5071982281284607,13.58130649198067,0.09039877494498229,0.6547070101761824,5.830410617312118,815869.0199999999,1246158.9799999981,1013457.9800000003,Mass Market Stars
frozenset({'HOT WATER BOTTLE I AM SO POORLY'}),frozenset({'CHOCOLATE HOT WATER BOTTLE'}),0.0210310193662948,0.5968503937007874,13.116879201075475,0.0715272182769259,0.7040237194459468,6.652951812870138,645549.03,916942.1599999993,955060.3400000012,Other
frozenset({'CHOCOLATE HOT WATER BOTTLE'}),frozenset({'HOT WATER BOTTLE I AM SO POORLY'}),0.0210310193662948,0.4621951219512195,13.116879201075475,0.0715272182769259,0.6759248635536464,6.652951812870138,645549.03,955060.3400000012,916942.1599999993,Other
frozenset({'STRAWBERRY CHARLOTTE BAG'}),frozenset({'CHARLOTTE BAG SUKI DESIGN'}),0.0218078907940735,0.5839524517087668,13.088814841099111,0.08495121592179096,0.756522327645,5.779397615096868,766703.5900000001,1013457.9800000003,1181400.289999998,Other
frozenset({'CHARLOTTE BAG SUKI DESIGN'}),frozenset({'STRAWBERRY CHARLOTTE BAG'}),0.0218078907940735,0.4888059701492537,13.088814841099111,0.08495121592179096,0.6489786708957058,5.779397615096868,766703.5900000001,1181400.289999998,1013457.9800000003,Other
frozenset({'CHARLOTTE BAG PINK POLKADOT'}),frozenset({'CHARLOTTE BAG SUKI DESIGN'}),0.0213084734476444,0.5705794947994057,12.789070989776231,0.0883693600641595,0.7460529876567558,5.699417849333643,797553.0999999999,1069030.0999999994,1181400.289999998,Mass Market Stars
frozenset({'CHARLOTTE BAG SUKI DESIGN'}),frozenset({'CHARLOTTE BAG PINK POLKADOT'}),0.0213084734476444,0.4776119402985075,12.789070989776231,0.0883693600641595,0.6750913358925968,5.699417849333643,797553.0999999999,1181400.289999998,1069030.0999999994,Mass Market Stars
frozenset({'WOODLAND CHARLOTTE BAG'}),frozenset({'RED RETROSPOT CHARLOTTE BAG'}),0.0238610509960601,0.631424375917768,12.601216698133,0.0955903413755818,0.7474933094629655,5.413669710270364,862724.0599999997,1154156.23,1246158.9799999981,Mass Market Stars
frozenset({'RED RETROSPOT CHARLOTTE BAG'}),frozenset({'WOODLAND CHARLOTTE BAG'}),0.0238610509960601,0.4761904761904762,12.601216698132998,0.0955903413755818,0.6923065787320338,5.413669710270364,862724.0599999997,1246158.9799999981,1154156.23,Mass Market Stars
frozenset({'DOTCOM POSTAGE'}),frozenset({'JUMBO BAG WOODLAND ANIMALS'}),0.0200321846734365,0.5113314447592069,12.537012198647163,0.07838847104429882,0.5497361101261034,4.933620606683826,707473.3600000001,1286932.6699999997,1005648.9699999997,Other
frozenset({'JUMBO BAG WOODLAND ANIMALS'}),frozenset({'DOTCOM POSTAGE'}),0.0200321846734365,0.491156462585034,12.537012198647163,0.07838847104429882,0.7034993134831136,4.933620606683826,707473.3600000001,1005648.9699999997,1286932.6699999997,Other
frozenset({'ALARM CLOCK BAKELIKE GREEN'}),frozenset({'ALARM CLOCK BAKELIKE RED '}),0.0312413295599578,0.6426940639269407,12.453752393577847,0.09630827384745823,0.7180237938166604,5.411322568200099,869203.5599999996,1210549.8,1197549.0499999993,Mass Market Stars
frozenset({'ALARM CLOCK BAKELIKE RED '}),frozenset({'ALARM CLOCK BAKELIKE GREEN'}),0.0312413295599578,0.6053763440860215,12.453752393577846,0.09630827384745823,0.7258187545637483,5.411322568200099,869203.5599999996,1197549.0499999993,1210549.8,Mass Market Stars
frozenset({'CHARLOTTE BAG SUKI DESIGN'}),frozenset({'RED RETROSPOT CHARLOTTE BAG'}),0.0263581377282059,0.5907960199004976,11.79040429083817,0.09836139119211057,0.7514247351335938,5.442142794646932,887733.3999999993,1181400.289999998,1246158.9799999981,Mass Market Stars
frozenset({'RED RETROSPOT CHARLOTTE BAG'}),frozenset({'CHARLOTTE BAG SUKI DESIGN'}),0.0263581377282059,0.5260243632336656,11.79040429083817,0.09836139119211057,0.712375719508919,5.442142794646932,887733.3999999993,1246158.9799999981,1181400.289999998,Mass Market Stars
frozenset({'ALARM CLOCK BAKELIKE RED '}),frozenset({'ALARM CLOCK BAKELIKE PINK'}),0.0218078907940735,0.4225806451612903,11.608728363493316,0.06032861074579628,0.45466121826074724,4.577594907593317,544479.1100000002,1197549.0499999993,896413.6299999998,Other
frozenset({'ALARM CLOCK BAKELIKE PINK'}),frozenset({'ALARM CLOCK BAKELIKE RED '}),0.0218078907940735,0.5990853658536586,11.608728363493311,0.06032861074579628,0.6073971789117043,4.577594907593317,544479.1100000002,896413.6299999998,1197549.0499999993,Other
frozenset({'PAPER CHAIN KIT VINTAGE CHRISTMAS'}),"frozenset({""PAPER CHAIN KIT 50'S CHRISTMAS ""})",0.0298540591532101,0.6725000000000001,10.772553333333336,0.10527832458377429,0.8459664012768928,5.468200059358688,950160.2599999997,1123165.4809999992,1396261.029999999,Mass Market Stars
"frozenset({""PAPER CHAIN KIT 50'S CHRISTMAS ""})",frozenset({'PAPER CHAIN KIT VINTAGE CHRISTMAS'}),0.0298540591532101,0.4782222222222222,10.772553333333336,0.10527832458377429,0.6805033153435502,5.468200059358688,950160.2599999997,1396261.029999999,1123165.4809999992,Mass Market Stars
frozenset({'WOODEN FRAME ANTIQUE WHITE '}),frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),0.029299150990511,0.5605095541401275,9.387493192527172,0.049918223153609886,0.5381081086891706,4.869183829567162,450523.05,837235.200000001,997404.3610000012,Other
frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),frozenset({'WOODEN FRAME ANTIQUE WHITE '}),0.029299150990511,0.4907063197026022,9.387493192527172,0.049918223153609886,0.4516954884258817,4.869183829567162,450523.05,997404.3610000012,837235.200000001,Other
"frozenset({'JUMBO BAG RED RETROSPOT', 'JUMBO SHOPPER VINTAGE RED PAISLEY'})",frozenset({'JUMBO STORAGE BAG SUKI'}),0.0213084734476444,0.5844748858447488,9.321081343193113,0.05586265526848394,0.6199124071472293,4.552378286079644,504172.87000000017,813296.9500000005,1228994.3399999978,Other
frozenset({'JUMBO BAG WOODLAND ANIMALS'}),frozenset({'JUMBO STORAGE BAG SUKI'}),0.0235835969147106,0.5782312925170068,9.221509842875202,0.07573769084439522,0.6797098196202601,4.991505554654091,683549.4800000002,1005648.9699999997,1228994.3399999978,Other
frozenset({'JUMBO STORAGE BAG SUKI'}),frozenset({'JUMBO BAG WOODLAND ANIMALS'}),0.0235835969147106,0.3761061946902654,9.221509842875202,0.07573769084439522,0.5561860276752791,4.991505554654091,683549.4800000002,1228994.3399999978,1005648.9699999997,Other
"frozenset({'JUMBO STORAGE BAG SUKI', 'JUMBO BAG RED RETROSPOT'})",frozenset({'JUMBO BAG PINK POLKADOT'}),0.0224737805893124,0.5802292263610315,9.021838557594606,0.0600170173053439,0.6366311698523829,5.111473683266378,541666.9099999999,850833.1600000004,1124086.3299999991,Other
frozenset({'DOTCOM POSTAGE'}),frozenset({'JUMBO STORAGE BAG SUKI'}),0.0219188724266133,0.5594900849858357,8.922629045601544,0.08074707450046614,0.5662769288466353,4.1585016932513765,728760.2800000003,1286932.6699999997,1228994.3399999978,Other
frozenset({'JUMBO STORAGE BAG SUKI'}),frozenset({'DOTCOM POSTAGE'}),0.0219188724266133,0.3495575221238938,8.922629045601544,0.08074707450046614,0.5929728529099666,4.1585016932513765,728760.2800000003,1228994.3399999978,1286932.6699999997,Other
frozenset({'JUMBO BAG ALPHABET'}),frozenset({'JUMBO BAG APPLES'}),0.0203651295710559,0.4327830188679245,8.81263591301567,0.05886319639068064,0.5443589543674178,4.927065166030761,531253.4199999999,975924.83,997137.3000000002,Other
frozenset({'JUMBO BAG APPLES'}),frozenset({'JUMBO BAG ALPHABET'}),0.0203651295710559,0.4146892655367232,8.81263591301567,0.05886319639068064,0.5327786053134306,4.927065166030761,531253.4199999999,997137.3000000002,975924.83,Other
"frozenset({'JUMBO STORAGE BAG SUKI', 'JUMBO BAG RED RETROSPOT'})",frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY'}),0.0213084734476444,0.5501432664756447,8.750336986017293,0.05586265526848394,0.5925637289454021,4.406440766687146,504172.87000000017,850833.1600000004,1213682.3199999996,Other
frozenset({'60 TEATIME FAIRY CAKE CASES'}),frozenset({'PACK OF 72 RETROSPOT CAKE CASES'}),0.0226957438543921,0.5431606905710492,8.66988379520007,0.07465116921548325,0.7306995387218496,4.6109986795004945,673743.3810000003,922052.5610000002,1430216.3310000014,Other
frozenset({'PACK OF 72 RETROSPOT CAKE CASES'}),frozenset({'60 TEATIME FAIRY CAKE CASES'}),0.0226957438543921,0.3622674933569531,8.66988379520007,0.07465116921548325,0.47107795261219093,4.6109986795004945,673743.3810000003,1430216.3310000014,922052.5610000002,Other
"frozenset({'JUMBO BAG RED RETROSPOT', 'JUMBO SHOPPER VINTAGE RED PAISLEY'})",frozenset({'JUMBO BAG PINK POLKADOT'}),0.020309638754786,0.5570776255707762,8.661860129776496,0.05416027943141306,0.6010210046896152,4.825561791568612,488808.55000000005,813296.9500000005,1124086.3299999991,Other
frozenset({'JUMBO STORAGE BAG SKULLS'}),frozenset({'JUMBO STORAGE BAG SUKI'}),0.0202541479385161,0.533625730994152,8.510149821456295,0.06154102523246011,0.6639842927028275,4.876023840704335,555421.4200000002,836497.8300000002,1228994.3399999978,Other
frozenset({'JUMBO STORAGE BAG SUKI'}),frozenset({'JUMBO STORAGE BAG SKULLS'}),0.0202541479385161,0.323008849557522,8.510149821456295,0.06154102523246011,0.451931633794181,4.876023840704335,555421.4200000002,1228994.3399999978,836497.8300000002,Other
frozenset({'JUMBO BAG WOODLAND ANIMALS'}),frozenset({'JUMBO BAG PINK POLKADOT'}),0.0220298540591532,0.5401360544217687,8.39843989364512,0.06099008920521097,0.5473570961843675,4.394697471605467,550449.1,1005648.9699999997,1124086.3299999991,Other
frozenset({'JUMBO BAG PINK POLKADOT'}),frozenset({'JUMBO BAG WOODLAND ANIMALS'}),0.0220298540591532,0.3425366695427093,8.39843989364512,0.06099008920521097,0.4896857877455021,4.394697471605467,550449.1,1124086.3299999991,1005648.9699999997,Other
frozenset({'LUNCH BAG WOODLAND'}),frozenset({'LUNCH BAG SPACEBOY DESIGN '}),0.0232506520170911,0.4816091954022989,8.361348083183843,0.050188573287633216,0.4568443375124017,4.256920796276637,452963.0199999997,991504.0699999995,968569.019999999,Other
frozenset({'LUNCH BAG SPACEBOY DESIGN '}),frozenset({'LUNCH BAG WOODLAND'}),0.0232506520170911,0.4036608863198458,8.361348083183842,0.050188573287633216,0.46766209805058623,4.256920796276637,452963.0199999997,968569.019999999,991504.0699999995,Other
"frozenset({'JUMBO BAG RED RETROSPOT', 'JUMBO BAG PINK POLKADOT'})",frozenset({'JUMBO STORAGE BAG SUKI'}),0.0224737805893124,0.5159235668789809,8.227839467899216,0.0600170173053439,0.6052017795829292,4.4443495698832605,541666.9099999999,895018.7000000002,1228994.3399999978,Other
frozenset({'HEART OF WICKER LARGE'}),frozenset({'HEART OF WICKER SMALL'}),0.0268020642583652,0.5284463894967176,8.18138521058449,0.061060773338417,0.6709718561291946,4.985672666364546,551087.0399999995,821326.6100000005,1214614.4399999995,Other
frozenset({'HEART OF WICKER SMALL'}),frozenset({'HEART OF WICKER LARGE'}),0.0268020642583652,0.4149484536082473,8.18138521058449,0.061060773338417,0.45371355868286867,4.985672666364546,551087.0399999995,1214614.4399999995,821326.6100000005,Other
frozenset({'DOTCOM POSTAGE'}),frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY'}),0.0201431663059763,0.5141643059490085,8.1780714541104,0.07735177079327815,0.5424657608544511,4.033900703668038,698116.91,1286932.6699999997,1213682.3199999996,Other
frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY'}),frozenset({'DOTCOM POSTAGE'}),0.0201431663059763,0.3203883495145631,8.1780714541104,0.07735177079327815,0.5752056353593421,4.033900703668038,698116.91,1213682.3199999996,1286932.6699999997,Other
frozenset({'JUMBO BAG WOODLAND ANIMALS'}),frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY'}),0.0207535652849453,0.508843537414966,8.093441648504063,0.06956282118675011,0.6242932959002586,4.642389155880727,627819.9100000001,1005648.9699999997,1213682.3199999996,Other
frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY'}),frozenset({'JUMBO BAG WOODLAND ANIMALS'}),0.0207535652849453,0.3300970873786408,8.093441648504063,0.06956282118675011,0.5172852068900538,4.642389155880727,627819.9100000001,1213682.3199999996,1005648.9699999997,Other
frozenset({'LUNCH BAG APPLE DESIGN'}),frozenset({'LUNCH BAG SUKI DESIGN '}),0.0231951612008212,0.4568306010928962,8.063216711356594,0.05370817421316766,0.5248634703478273,5.3120611445712855,484728.2,923531.9799999995,891746.0200000003,Other
frozenset({'LUNCH BAG SUKI DESIGN '}),frozenset({'LUNCH BAG APPLE DESIGN'}),0.0231951612008212,0.4094025465230166,8.063216711356594,0.05370817421316766,0.5435720363517854,5.3120611445712855,484728.2,891746.0200000003,923531.9799999995,Other
frozenset({'LUNCH BAG PINK POLKADOT'}),frozenset({'LUNCH BAG CARS BLUE'}),0.0260806836468564,0.467196819085487,7.905496597877523,0.056971166494787825,0.5235155709396111,4.299537249135164,514177.4299999999,982162.6299999997,1098919.259999999,Other
frozenset({'LUNCH BAG CARS BLUE'}),frozenset({'LUNCH BAG PINK POLKADOT'}),0.0260806836468564,0.4413145539906102,7.905496597877522,0.056971166494787825,0.46789372860750506,4.299537249135164,514177.4299999999,1098919.259999999,982162.6299999997,Other
frozenset({'LUNCH BAG WOODLAND'}),frozenset({'LUNCH BAG CARS BLUE'}),0.0224737805893124,0.4655172413793104,7.877076250607091,0.05927277412357139,0.5395337913237215,4.431091951668134,534949.9500000002,991504.0699999995,1098919.259999999,Other
frozenset({'LUNCH BAG CARS BLUE'}),frozenset({'LUNCH BAG WOODLAND'}),0.0224737805893124,0.380281690140845,7.877076250607091,0.05927277412357139,0.48679640941046076,4.431091951668134,534949.9500000002,1098919.259999999,991504.0699999995,Other
frozenset({'JUMBO BAG PINK VINTAGE PAISLEY'}),frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY'}),0.0222518173242328,0.4920245398773006,7.825926066309651,0.06785870245627966,0.5830427456472012,4.335640535598406,612439.8600000001,1050420.1700000006,1213682.3199999996,Other
frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY'}),frozenset({'JUMBO BAG PINK VINTAGE PAISLEY'}),0.0222518173242328,0.353927625772286,7.825926066309651,0.06785870245627966,0.5046129863702723,4.335640535598406,612439.8600000001,1213682.3199999996,1050420.1700000006,Other
frozenset({'PACK OF 60 PINK PAISLEY CAKE CASES'}),frozenset({'PACK OF 72 RETROSPOT CAKE CASES'}),0.0210310193662948,0.4852752880921894,7.745922025429006,0.06617156391738496,0.6411940679250377,4.04618429851144,597213.0600000003,931407.6500000007,1430216.3310000014,Other
frozenset({'PACK OF 72 RETROSPOT CAKE CASES'}),frozenset({'PACK OF 60 PINK PAISLEY CAKE CASES'}),0.0210310193662948,0.3356953055801595,7.745922025429006,0.06617156391738496,0.41756834057574443,4.04618429851144,597213.0600000003,1430216.3310000014,931407.6500000007,Other
frozenset({'LUNCH BAG PINK POLKADOT'}),frozenset({'LUNCH BAG  BLACK SKULL.'}),0.0289662060928916,0.5188866799204771,7.689849390499111,0.05923040175905324,0.5442759820743738,4.062982055699994,534567.5299999997,982162.6299999997,1209016.3199999963,Other
frozenset({'LUNCH BAG  BLACK SKULL.'}),frozenset({'LUNCH BAG PINK POLKADOT'}),0.0289662060928916,0.4292763157894737,7.689849390499111,0.05923040175905324,0.4421507974350597,4.062982055699994,534567.5299999997,1209016.3199999963,982162.6299999997,Other
frozenset({'JAM MAKING SET WITH JARS'}),frozenset({'JAM MAKING SET PRINTED'}),0.023306142833361,0.4204204204204205,7.516266266266268,0.0936538294717934,0.6304334058532938,4.036181491691983,845246.6099999998,1340738.9299999983,1409699.1200000013,Mass Market Stars
frozenset({'JAM MAKING SET PRINTED'}),frozenset({'JAM MAKING SET WITH JARS'}),0.023306142833361,0.4166666666666667,7.516266266266267,0.0936538294717934,0.5995936281779044,4.036181491691983,845246.6099999998,1409699.1200000013,1340738.9299999983,Mass Market Stars
"frozenset({'JUMBO BAG PINK POLKADOT', 'JUMBO SHOPPER VINTAGE RED PAISLEY'})",frozenset({'JUMBO BAG RED RETROSPOT'}),0.020309638754786,0.8061674008810572,7.507980739678311,0.05416027943141306,0.8694787884238466,4.0901798014992945,488808.55000000005,562185.7100000001,1918556.0399999975,Other
frozenset({'LUNCH BAG WOODLAND'}),frozenset({'LUNCH BAG PINK POLKADOT'}),0.0201986571222462,0.4183908045977011,7.494851580174128,0.05155300287012861,0.4692641352445485,4.312130096660533,465277.30000000005,991504.0699999995,982162.6299999997,Other
frozenset({'LUNCH BAG PINK POLKADOT'}),frozenset({'LUNCH BAG WOODLAND'}),0.0201986571222462,0.3618290258449304,7.494851580174127,0.05155300287012861,0.47372735002145233,4.312130096660533,465277.30000000005,982162.6299999997,991504.0699999995,Other
"frozenset({'JUMBO STORAGE BAG SUKI', 'JUMBO BAG PINK POLKADOT'})",frozenset({'JUMBO BAG RED RETROSPOT'}),0.0224737805893124,0.801980198019802,7.468984572875892,0.0600170173053439,0.8875175701774433,4.175037375662735,541666.9099999999,610316.8300000002,1918556.0399999975,Other
"frozenset({'JUMBO BAG RED RETROSPOT', 'JUMBO BAG PINK POLKADOT'})",frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY'}),0.020309638754786,0.4662420382165605,7.415840927361551,0.05416027943141306,0.5461433934285395,4.06124842899743,488808.55000000005,895018.7000000002,1213682.3199999996,Other
frozenset({'LUNCH BAG SPACEBOY DESIGN '}),frozenset({'LUNCH BAG CARS BLUE'}),0.0251928305865379,0.4373795761078998,7.400955249803252,0.05582443017033245,0.5201775708250516,4.2721228671629,503827.88000000024,968569.019999999,1098919.259999999,Other
frozenset({'LUNCH BAG CARS BLUE'}),frozenset({'LUNCH BAG SPACEBOY DESIGN '}),0.0251928305865379,0.4262910798122066,7.400955249803252,0.05582443017033245,0.45847579375394754,4.2721228671629,503827.88000000024,1098919.259999999,968569.019999999,Other
frozenset({'LUNCH BAG SUKI DESIGN '}),frozenset({'LUNCH BAG CARS BLUE'}),0.0246379224238388,0.4348677766895201,7.358452773447738,0.05150616634953492,0.5212858589489416,4.281225034005592,464854.59000000014,891746.0200000003,1098919.259999999,Other
frozenset({'LUNCH BAG CARS BLUE'}),frozenset({'LUNCH BAG SUKI DESIGN '}),0.0246379224238388,0.4169014084507042,7.358452773447738,0.05150616634953492,0.4230106859715977,4.281225034005592,464854.59000000014,1098919.259999999,891746.0200000003,Other
frozenset({'JUMBO STORAGE BAG SUKI'}),frozenset({'JUMBO  BAG BAROQUE BLACK WHITE'}),0.0232506520170911,0.3707964601769911,7.342992317417096,0.06762197808760323,0.4965876165060303,4.408644831967123,610303.3700000007,1228994.3399999978,1016596.6400000011,Other
frozenset({'JUMBO  BAG BAROQUE BLACK WHITE'}),frozenset({'JUMBO STORAGE BAG SUKI'}),0.0232506520170911,0.4604395604395604,7.342992317417095,0.06762197808760323,0.6003397473357772,4.408644831967123,610303.3700000007,1016596.6400000011,1228994.3399999978,Other
frozenset({'LUNCH BAG SUKI DESIGN '}),frozenset({'LUNCH BAG  BLACK SKULL.'}),0.0276899173186837,0.4887365328109696,7.243027185679675,0.05838670396091275,0.5909227046508151,4.411196570077368,526952.97,891746.0200000003,1209016.3199999963,Other
frozenset({'LUNCH BAG  BLACK SKULL.'}),frozenset({'LUNCH BAG SUKI DESIGN '}),0.0276899173186837,0.4103618421052632,7.243027185679675,0.05838670396091275,0.4358526525101014,4.411196570077368,526952.97,1209016.3199999963,891746.0200000003,Other
frozenset({'JUMBO  BAG BAROQUE BLACK WHITE'}),frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY'}),0.0229731979357416,0.4549450549450549,7.236156076932777,0.06803004450034321,0.6039625116211279,4.49120474770623,613986.2600000002,1016596.6400000011,1213682.3199999996,Other
